tag,content,label,depth,domain
html body div p  ,loading...,0,4,newdata
html body header section h1 a  ,非池中藝術網,0,6,newdata
html body header section ul li a  ,藝術新聞,0,7,newdata
html body header section ul li ul li a  ,全部新聞,0,9,newdata
html body header section ul li ul li a  ,焦點新聞,0,9,newdata
html body header section ul li ul li a  ,焦點人物,0,9,newdata
html body header section ul li ul li a  ,國際新聞,0,9,newdata
html body header section ul li ul li a  ,藝文跨界,0,9,newdata
html body header section ul li ul li a  ,藝術評論,0,9,newdata
html body header section ul li ul li a  ,藝術產業,0,9,newdata
html body header section ul li ul li a  ,專題企畫,0,9,newdata
html body header section ul li ul li a  ,圖輯報導,0,9,newdata
html body header section ul li a  ,展覽活動,0,7,newdata
html body header section ul li ul li a  ,展覽活動,0,9,newdata
html body header section ul li ul li a  ,徵件補助,0,9,newdata
html body header section ul li a  ,專題報導,0,7,newdata
html body header section ul li a  ,藝術圖書館,0,7,newdata
html body header section ul li ul li a  ,藝術史,0,9,newdata
html body header section ul li ul li a  ,藝術家,0,9,newdata
html body header section ul li a  ,藝文影音,0,7,newdata
html body header section ul li a  ,藝術聚點,0,7,newdata
html body header section ul li ul li a  ,畫廊總覽,0,9,newdata
html body header section ul li ul li a  ,藝文單位,0,9,newdata
html body header section ul li ul li a  ,藝術家,0,9,newdata
html body header section ul li ul li a  ,藝術品,0,9,newdata
html body header section ul li a  ,線上藝廊,0,7,newdata
html body header section ul li ul li a  ,登入,0,9,newdata
html body header section ul li ul li a  ,註冊,0,9,newdata
html body header section ul li ul li a  ,單位管理後台,0,9,newdata
html body header section ul li a div span  ,0,0,9,newdata
html body header section ul li a div q  ,cart,0,9,newdata
html body header section ul li ul li h6  ,your bag is empty,0,9,newdata
html body header section ul li ul li a  ,探索藝術品,0,9,newdata
html body header section ul li a  ,藝術新聞,0,7,newdata
html body header section ul li ul li a  ,全部新聞,0,9,newdata
html body header section ul li ul li a  ,焦點新聞,0,9,newdata
html body header section ul li ul li a  ,焦點人物,0,9,newdata
html body header section ul li ul li a  ,國際新聞,0,9,newdata
html body header section ul li ul li a  ,藝文跨界,0,9,newdata
html body header section ul li ul li a  ,藝術評論,0,9,newdata
html body header section ul li ul li a  ,藝術產業,0,9,newdata
html body header section ul li ul li a  ,專題企畫,0,9,newdata
html body header section ul li ul li a  ,圖輯報導,0,9,newdata
html body header section ul li a  ,展覽活動,0,7,newdata
html body header section ul li ul li a  ,展覽活動,0,9,newdata
html body header section ul li ul li a  ,徵件補助,0,9,newdata
html body header section ul li a  ,專題報導,0,7,newdata
html body header section ul li a  ,藝術圖書館,0,7,newdata
html body header section ul li ul li a  ,藝術史,0,9,newdata
html body header section ul li ul li a  ,藝術家,0,9,newdata
html body header section ul li a  ,藝文影音,0,7,newdata
html body header section ul li a  ,藝術聚點,0,7,newdata
html body header section ul li ul li a  ,畫廊總覽,0,9,newdata
html body header section ul li ul li a  ,藝文單位,0,9,newdata
html body header section ul li ul li a  ,藝術家,0,9,newdata
html body header section ul li ul li a  ,藝術品,0,9,newdata
html body header section ul li a  ,線上藝廊,0,7,newdata
html body header section ul li a  ,畫廊常見問題,0,7,newdata
html body header section ul li a  ,購物須知,0,7,newdata
html body header section ul li a  ,服務條款,0,7,newdata
html body header section ul li a  ,廣告方案諮詢,0,7,newdata
html body header section ul li a  ,免費展訊刊登,0,7,newdata
html body header section ul li a  ,電子報訂閱,0,7,newdata
html body article section div figure a h3  ,松山菸廠文化創意園區,0,8,newdata
html body article section div h1  ,【新能祭 SYNΞRGY FESTIVAL 2022】,1,6,newdata
html body article section div ul li h5  ,展期,1,8,newdata
html body article section div ul li p  ,日期：2022-03-19 ~ 2022-03-20,1,8,newdata
html body article section div ul li h5  ,地點,1,8,newdata
html body article section div ul li p  ,臺北市信義區光復南路133號,1,8,newdata
html body article section div ul li h5  ,參展藝術家,1,8,newdata
html body article section div ul li p  ,林子桓、吳維佳、XTRUX、李亦凡、陳姿尹、陳呈毓,1,8,newdata
html body article section div div p  ,☰☰ 新能祭 ✦ SYNERGY FESTIVAL ☰☰,1,7,newdata
html body article section div div p  ,☞ 以音樂、藝術和科技歡慶未來的祭典,1,7,newdata
html body article section div div p  ,"☞ Shape the Future With Music, Art, and Technology",1,7,newdata
html body article section div div p  ,☞ 台灣第一個結合數位藝術與電子音樂的大型音樂祭,1,7,newdata
