tag,content,label,depth,domain
html body div div div div ul li a p  ,退票作業時間延長公告,0,10,newdata
html body div div div div div div div ul li a  ,EN,0,12,newdata
html body div div div div div div div ul li a  ,繁,0,12,newdata
html body div div div div div div div ul li a  ,會員登入／註冊,0,12,newdata
html body div div div nav ul li a  ,節目資訊,0,9,newdata
html body div div div nav ul li a  ,巡演節目,0,9,newdata
html body div div div nav ul li a  ,推薦場館,0,9,newdata
html body div div div nav ul li a  ,最新消息,0,9,newdata
html body div div div nav ul li a  ,常見問題,0,9,newdata
html body div div div nav ul li a  ,訂單查詢,0,9,newdata
html body div div div  ,載入中...,0,5,newdata
html body div div section div div div h2  ,POKE POKE ROCK,1,9,newdata
html body div div section div div div div ul li a  ,節目介紹,1,12,newdata
html body div div section div div div div div div p  ,To All The Humankind,1,12,newdata
html body div div section div div div div div div p  ,This is Poke Poke Rock 2022,1,12,newdata
html body div div section div div div div div div p  ,美秀集團・閃閃閃閃・荷爾蒙少年・LINION,1,12,newdata
html body div div section div div div div div div p  ,EmptyORio・老破麻・魚條・當代電影大師,1,12,newdata
html body div div section div div div div div div p  ,SHOOT UP・庸俗救星・#SADOG,1,12,newdata
html body div div section div div div div div div p  ,A Piece of Cake 256,1,12,newdata
html body div div section div div div div div div p  ,2/11 (五) 高雄 @百樂門酒館,1,12,newdata
html body div div section div div div div div div p  ,2/19 (六) 台北 @樂悠悠之口光復南,1,12,newdata
html body div div section div div div div div div p  ,2/26 (六) 彰化 @福大祿昌展演空間,1,12,newdata
html body div div section div div div div div div p  ,2/27 (日) 台中 @Legacy Chako,1,12,newdata
html body div div section div div div div div div p  ,3/05 (六) 台北 @revolver,1,12,newdata
html body div div section div div div div div div p  ,3/12 (六) 台北 @小地方展演空間,1,12,newdata
html body div div section div div div div div div p  ,4/09 (六) 台南 @TCRC livehouse,1,12,newdata
html body div div section div div div div div div p  ,4/15 (五) 高雄 @LIVE WAREHOUSE小庫,1,12,newdata
html body div div section div div div div div div p  ,4/24 (日) 台北 @THE WALL,1,12,newdata
html body div div section div div div div div div p  ,[ [ 1/10 中午12:00 小意思企業社官網全面啟售 ] ],1,12,newdata
html body div div section div div div div div div p span a  ,https://pieceofcaketaiwan.com/poke-poke-rock/,1,14,newdata
html body div div section div div div div div div p  ,*每場次為參演陣容中的其中兩組,1,12,newdata
html body div div section div div div div div div p  ,Poke The Date You Rock.,1,12,newdata
html body div div section div div div div div div p  ,#PokePokeRock #PPR2022 #挑戰你的口袋,1,12,newdata
html body div div section div div div div div div p  ,@fireonmusic_official @apieceofcake256band @artshow_chen,1,12,newdata
html body div div section div div div div div div div div  ,【POKE POKE ROCK 演出陣容異動公告】,1,13,newdata
html body div div section div div div div div div div div  ,原訂參演樂團,1,13,newdata
html body div div section div div div div div div div div span a  ,#打倒三明治,1,15,newdata
html body div div section div div div div div div div div  ,因故無法參與本次企劃活動，將改由,1,13,newdata
html body div div section div div div div div div div div span a  ,#SADOG,1,15,newdata
html body div div section div div div div div div div div  ,出演。,1,13,newdata
html body div div section div div div div div div div div  ,請大家一起為打倒三明治保留空間與時間，願我們都能早日平復。POKE POKE ROCK 活動演出細節與觀眾權益皆不變、亦會維持每場次皆有兩團演出的企劃，也感謝大家的支持與體諒。,1,13,newdata
html body div div section div div div div div div div div  ,若有觀眾希望退票，退票相關辦法，請查詢POKE POKE ROCK官網，或聯繫 小意思企業社，皆會有專人解說服務。​​,1,13,newdata
html body div div section div div div div p  ,※購買票券前，請先了解並同意以上規範，如不同意請勿購買，以免產生不必要之糾紛及損害；當進行購票及退票作業時，將視同您已瞭解並同意遵守以上全部事項。,0,10,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div div a  ,關於iNDIEVOX,0,9,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div div a  ,會員服務條款,0,9,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div div a  ,隱私權政策,0,9,newdata
html body div footer div div div div  ,|,0,8,newdata
html body div footer div div div  ,一定發股份有限公司 版權所有 iNDIEVOX. All Rights Reserved.,0,7,newdata
html body div footer div div div  ,客服專線：+886 (02) 8772-6205,0,7,newdata
html body div footer div div div  ,客服時間：週一 ~ 週五 13:30-18:00 (適逢國定假日暫停服務),0,7,newdata
html body div footer div div div  ,客服信箱：support@indievox.com,0,7,newdata
html body div footer div div div div p  ,© iNDIEVOX 版權所有,0,9,newdata
html body div div div div h3  ,會員登入／註冊,0,7,newdata
html body div div div div h4  ,直接以社群帳號快速加入會員！,0,7,newdata
html body div div div div div div a  ,｜使用 facebook 登入,0,9,newdata
html body div div div div div div a  ,｜使用 google 登入,0,9,newdata
