tag,content,label,depth,domain
html body div a div div  ,財團法人心覺醒文教基金會,0,6,newdata
html body div a div div  ,CLEAN LIFE FOUNDATION,0,6,newdata
html body div nav a span  ,關於心覺醒,0,6,newdata
html body div nav a span  ,課程活動,0,6,newdata
html body div nav a span  ,活動紀錄,0,6,newdata
html body div nav a span  ,覺醒加速器,0,6,newdata
html body div nav a span  ,我要捐款,0,6,newdata
html body div nav a span  ,聯絡我們,0,6,newdata
html body nav div div div a  ,課程介紹,0,7,newdata
html body nav div div div a  ,合作講師,0,7,newdata
html body nav div div div a  ,活動相簿,0,7,newdata
html body nav div div div div a  ,最新課程,0,8,newdata
html body nav div div div div a  ,帶狀課程,0,8,newdata
html body nav div div div div a  ,公益活動,0,8,newdata
html body nav div div div div a  ,覺醒工作坊,0,8,newdata
html body nav div div div div a  ,海外公益講座,0,8,newdata
html body nav div div div div a  ,海外課程,0,8,newdata
html body nav div div div div a div  ,三腦再生工作坊：讓腦科學激發你的生命蛻變能量！,1,9,newdata
html body nav div div div div a div  ,開春首場身心整合醫學工作坊！由能量醫學權威—楊紹民院長領軍心靈療癒專業師資群，藉由「滋養→排毒→啟動→活化」三腦再生四階段，幫助學員由身而心激發潛在蛻變能量，用最科學的方式心靈成長！,1,9,newdata
html body nav div div div div a div div  ,									2022.03.05								,1,10,newdata
html body nav div div div div a div  ,覺隱萬事屋,1,9,newdata
html body nav div div div div a div  ,覺隱老師 1.5 小時不限問題諮詢，全程一對一深度對談！ 藉由能場共振解讀、內在小孩連結、脈輪能量掃描、靈魂DNA回溯、天賦潛能激活…多元方法深度剖析，解讀生命事件的背後成因，協助你從根源解決問題，再針對個人狀況量身給予一套自我修復的有效方法，讓諮詢不再是服過即忘的心靈安慰劑，而能真正在每個人的生活中作用與延續！,1,9,newdata
html body nav div div div div a div div  ,									2021.11.02								,1,10,newdata
html body nav div div div div a div div  ,									覺隱								,1,10,newdata
html body nav div div div div a div  ,心友所屬：VIP專屬捐款方案,1,9,newdata
html body nav div div div div a div div  ,									2022.01.19								,1,10,newdata
html body nav div div div div a div  ,三腦再生工作坊：讓腦科學激發你的生命蛻變能量！,1,9,newdata
html body nav div div div div a div  ,開春首場身心整合醫學工作坊！由能量醫學權威—楊紹民院長領軍心靈療癒專業師資群，藉由「滋養→排毒→啟動→活化」三腦再生四階段，幫助學員由身而心激發潛在蛻變能量，用最科學的方式心靈成長！,1,9,newdata
html body nav div div div div a div div  ,									2022.03.05								,1,10,newdata
html body nav div div div div a div  ,【香港】Prana超能量進化呼吸講座,1,9,newdata
html body nav div div div div a div  ,PRANA超能量呼吸講座，由Akahi導師夫妻10年來以光維生的經驗，分享他們的生命故事。 如果你對於akahi夫妻以光維生的生活方式感到好奇; 如果你對於連結生命能量感興趣，千萬別錯過akahi導師在亞洲區首次的開講！,1,9,newdata
html body nav div div div div a div div  ,									2018.03.20								,1,10,newdata
html body nav div div div div a div div  ,									阿卡西 理查多Akahi Ricardo								,1,10,newdata
html body nav div div div div a div  ,跟孩子有效溝通的「心」方法,1,9,newdata
html body nav div div div div a div div  ,									2019.07.05								,1,10,newdata
html body nav div div div div a  ,林福海,1,8,newdata
html body nav div div div div a  ,Nana,1,8,newdata
html body nav div div div div a  ,Asa 老師,1,8,newdata
html body nav div div div div a  ,湯子珩,1,8,newdata
html body nav div div div div a  ,Kimberly Yu,1,8,newdata
html body nav div div div div a  ,Jenna,1,8,newdata
html body nav div div div div a  ,楊紹民,1,8,newdata
html body nav div div div div a  ,Lavila （拉拉）,1,8,newdata
html body nav div div div div a  ,覺隱,1,8,newdata
html body nav div div div div a div  ,Raymond Lim林福海,1,9,newdata
html body nav div div div div a div  ,看懂「所有的磨難都是祝福」，把「失敗」的念頭當養分轉為成功的果實。在任何關係，無論扮演任何角色，都能得到幸福圓滿，掌握宇宙秘密，重新取回生命的力量，讓自己內在、外在都富足。,1,9,newdata
html body nav div div div div a div  ,Nana,1,9,newdata
html body nav div div div div a div  ,10多年前因緣開始了自我整合之旅，多年來也走遍了世界各處能量聖地，進行深度的自我修煉。多年的性靈生活，讓她悟見『走出“眼見為憑”的迷思，進入“相信就會看見”』的真理。 秉承她的啟蒙導師聖塔達瑪老師『讓這個世界變成愛的天堂』的宏願，目前致力於意識提昇的理念推廣，領導心覺醒基金會辦理各式國際化活動/課程，喚醒更多的人們，用更高層的靈性及超越二元的觀點來看待生命的現象、進而圓滿生命種種的課題。 敏感細膩的特質，彷彿看透人心，總能一語直指核心、突破他人心房，讓學員更願意透過一步一步探索自己來超越自我，跨越生命的瓶頸。,1,9,newdata
html body nav div div div div a div  ,Asa 老師,1,9,newdata
html body nav div div div div a div  ,長年與孩子為伍的Asa老師，擁有一顆溫暖的赤子之心，透過繪畫與不同媒材的創作，不但看見了更深的內在，也找回了更純真的自己。 在英國就學的期間，對當地別具歷史的古典藝術產生了極高的興趣，進而自行創作了「英式插畫」風格，透過細膩的線條變化，教你在一筆一畫間，勾勒出浪漫的中古世紀風情。 教授課程：古典英式插畫、旅遊紓壓水彩,1,9,newdata
html body nav div div div div a div  ,Sarvajnata湯子珩,1,9,newdata
