tag,content,label,depth,domain
html body a  ,跳到主要內容,0,3,newdata
html body div div div header div div div div h3  ,搜尋此網誌,0,11,newdata
html body div div div div main div div div article div div div div div h3  ,羅東自然教育中心兩系列線上暑期營「大自然到你家」，開始報名囉 ！,1,17,newdata
html body div div div div main div div div article div div div div div div span a time  ,"7月 08, 2021",1,20,newdata
html body div div div div main div div div article div div div div div div div div ul li span span  ,取得連結,1,23,newdata
html body div div div div main div div div article div div div div div div div div ul li span span  ,Facebook,1,23,newdata
html body div div div div main div div div article div div div div div div div div ul li span span  ,Twitter,1,23,newdata
html body div div div div main div div div article div div div div div div div div ul li span span  ,Pinterest,1,23,newdata
html body div div div div main div div div article div div div div div div div div ul li span span  ,以電子郵件傳送,1,23,newdata
html body div div div div main div div div article div div div div div div div div ul li span span  ,其他應用程式,1,23,newdata
html body div div div div main div div div article div div div div div p span  ,防疫政策適度鬆綁，實體課程仍不開放，但趣味充實的暑假不能斷！,1,18,newdata
html body div div div div main div div div article div div div div div h4 span span  ,「大自然到你家」線上暑期營，,1,19,newdata
html body div div div div main div div div article div div div div div h4 span span  ,兩系列主題共十堂課,1,19,newdata
html body div div div div main div div div article div div div div div p span b span  ,對象：,1,20,newdata
html body div div div div main div div div article div div div div div p span  ,升小四～升國一學生,1,18,newdata
html body div div div div main div div div article div div div div div p span span b  ,時間：,1,20,newdata
html body div div div div main div div div article div div div div div p span  ,系列一,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,8/,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,9,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,~,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,8/13、系列二,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,8月16日,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,~,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,8/,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,20,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,，週一至週五pm,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,02:00,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,~,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,04:00,1,18,newdata
html body div div div div main div div div article div div div div div p b span  ,費用：,1,19,newdata
html body div div div div main div div div article div div div div div p span  ,單堂報名500元、系列五堂優惠2300元,1,18,newdata
html body div div div div main div div div article div div div div div p span b span  ,名額：,1,20,newdata
html body div div div div main div div div article div div div div div p span  ,每堂課上限,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,40,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,人,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,（,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,17人以上確定開課,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,）,1,18,newdata
html body div div div div main div div div article div div div div div p span  ,，每20人配有2位講師,1,18,newdata
html body div div div div main div div div article div div div div div p span a b  ,[課程簡章],1,20,newdata
html body div div div div main div div div article div div div div div h4 span span  ,8/,1,19,newdata
html body div div div div main div div div article div div div div div h4 span span  ,9,1,19,newdata
html body div div div div main div div div article div div div div div h4 span  ,~,1,18,newdata
html body div div div div main div div div article div div div div div h4 span span  ,8,1,19,newdata
html body div div div div main div div div article div div div div div h4 span  ,/,1,18,newdata
html body div div div div main div div div article div div div div div h4 span span  ,13,1,19,newdata
html body div div div div main div div div article div div div div div h4 span  ,系列,1,18,newdata
html body div div div div main div div div article div div div div div h4 span  ,一、,1,18,newdata
html body div div div div main div div div article div div div div div h4 span  ,「森林小主廚」,1,18,newdata
html body div div div div main div div div article div div div div div div span  ,防疫在家，每天變化菜色是你上心的事嗎？,1,18,newdata
html body div div div div main div div div article div div div div div div span  ,換孩子做一道友善環境的森林小點心獻給爸媽！,1,18,newdata
html body div div div div main div div div article div div div div div div span  ,這些主要食材，通通是來自森林保育政策下的甜美果實，想知道吃愛玉如何保育石虎、炊一碗飯能為候鳥留一片家，和食蟹獴共用水源的茶喝起來是什麼味道？,1,18,newdata
html body div div div div main div div div article div div div div div div span  ,不用明火，孩子也能獨立且安全地完成，還能增長有趣的生態與保育小知識。,1,18,newdata
html body div div div div main div div div article div div div div div div span  ,食材包中附上森林保育政策的好食材生產者名單，一起用行動支持台灣保育！,1,18,newdata
html body div div div div main div div div article div div div div div p b span span  ,報名入口（7/10,1,20,newdata
html body div div div div main div div div article div div div div div p b span span  ,am10:00 開放線上報名）,1,20,newdata
html body div div div div main div div div article div div div div div p span a b  ,〔森林小主廚全系列五堂課〕,0,20,newdata
html body div div div div main div div div article div div div div div p span a b  ,〔森林小主廚－8/9蜂蜜檸檬愛玉〕,0,20,newdata
html body div div div div main div div div article div div div div div p span a b  ,〔森林小主廚－8/10段木香菇炊飯〕,0,20,newdata
html body div div div div main div div div article div div div div div p span a b  ,〔森林小主廚－8/11白花紫蘇米餅乾〕,0,20,newdata
html body div div div div main div div div article div div div div div p span a b  ,〔森林小主廚－8/12紫蘇洛神氣泡飲〕,0,20,newdata
html body div div div div main div div div article div div div div div p span a b  ,〔森林小主廚－8/13蜜香紅茶凍〕,0,20,newdata
html body div div div div main div div div article div div div div div h4 span span  ,8月16日,0,19,newdata
html body div div div div main div div div article div div div div div h4 span span  ,~,0,19,newdata
html body div div div div main div div div article div div div div div h4 span span span  ,8,0,20,newdata
html body div div div div main div div div article div div div div div h4 span span  ,/,0,19,newdata
html body div div div div main div div div article div div div div div h4 span span span  ,20,0,20,newdata
html body div div div div main div div div article div div div div div h4 span span  ,系列,0,19,newdata
html body div div div div main div div div article div div div div div h4 span span  ,一、,0,19,newdata
html body div div div div main div div div article div div div div div h4 span span  ,「,0,19,newdata
html body div div div div main div div div article div div div div div h4 span  ,小達爾文的宅家科學,0,18,newdata
html body div div div div main div div div article div div div div div h4 span span  ,」,0,19,newdata
html body div div div div main div div div article div div div div div p span  ,達爾文是200年前英國著名的博物學家、地質學家和生物學家，從小就充滿各種好奇與探索的動力。,0,18,newdata
