tag,content,label,depth,domain
html body div div div hgroup h2  ,WHAT'S NEW,0,7,newdata
html body div div div hgroup h2  ,最新消息,0,7,newdata
html body div div div div nav ul li a  ,全部,0,10,newdata
html body div div div div div div em  ,May,0,9,newdata
html body div div div div div div span  ,8,0,9,newdata
html body div div div div div div hgroup h3  ,詩意鏡頭周遊知名建築－李易暹建築攝影展,1,10,newdata
html body div div div div div div hgroup h3  ,LV基金會攝影優勝作品首次在台曝光、世界建築書展同步啟航,1,10,newdata
html body div div div div ul li a span  ,Facebook,1,10,newdata
html body div div div div ul li a span  ,活動網頁 Click in,1,10,newdata
html body div div div div strong  ,明日咖啡MOT CAFÉ (忠泰美術館店),1,7,newdata
html body div div div div  ,位於台北明日聚落之中，在東區巷弄的鄰里間擔任著友善親近的角色，將人文氣息注入場域之中，啟發大家對於更美好明日的諸多想像。過去曾與東區知名獨立攝影書店「moom bookshop」、台灣新生代設計品牌「灰調MONOCHROME」等諸多品牌發起跨域合作。今夏特邀,1,6,newdata
html body div div div div strong  ,曾獲數十項國際攝影獎項的台灣攝影藝術家李易暹,1,7,newdata
html body div div div div  ,策劃一場充滿詩意的,1,6,newdata
html body div div div div strong  ,建築攝影展,1,7,newdata
html body div div div div  ,，數件獨家作品首次曝光，隨著影像一起周遊列國！同場加映,1,6,newdata
html body div div div div strong  ,世界建築書展,1,7,newdata
html body div div div div  ,，囊括隈研吾等知名建築師們的經典著作，,1,6,newdata
html body div div div div strong  ,展期即日起至9月12日,1,7,newdata
html body div div div div  ,，防疫期間，減少內用座位，遵守防疫措施，全品項皆可外帶，歡迎做好自身防護後來滋養身心。,1,6,newdata
html body div div div div strong span  ,「世界建築書展」同步啟航,1,8,newdata
html body div div div div  ,集聚包含隈研吾等知名建築師的經典著作於一身，透過文字系統化了解設計理念及風格。書展中另有一驚奇亮點為－「大人的積木」，來自花蓮小事木作的,1,6,newdata
html body div div div div strong  ,「Simple Balance平衡木石頭」,1,7,newdata
html body div div div div  ,，6款12顆不同大小、形狀和材質的木石頭，讓你浸潤在建築空間中也發揮你的異想魂，堆疊成各種不同的模樣。,1,6,newdata
html body div div div div span strong  ,期間限定甜點「雪檸屋塔」化身精緻小屋,1,8,newdata
html body div div div div  ,觀展後，不妨也試試明日咖啡期間推出精緻小屋造型的檸檬塔－,1,6,newdata
html body div div div div strong  ,「雪檸屋塔 Lemon Wootart」,1,7,newdata
html body div div div div  ,，不僅拍照療癒可愛，手工製法細膩繁複，入口上層酸甜適中的檸檬乳酪慕斯留下爽口的清香，切開後內餡包裹著檸檬凍和檸檬皮丁，以精巧的甜點製法呈現出多層次獨特口感，呼應了明日咖啡不僅僅是個咖啡館，且持續以不同的跨界組合，帶給大家新奇的休憩體驗。期間限定的「雪檸屋塔」限量發售，清新價NT$180，邀您一起徜徉於五感藝文的氛圍之中。,1,6,newdata
html body div div div div p  ,【李易暹 建築攝影展】、【世界建築書展】,1,7,newdata
html body div div div div p  ,展覽日期 | 2021/05/08 (六) － 2021/09/12 (日),1,7,newdata
html body div div div div p  ,聯絡電話| (02) 8772-3535,1,7,newdata
html body div div div div p  ,展覽地點| MOT CAFÉ 明日咖啡 忠泰美術館店（台北市大安區市民大道三段178號）,1,7,newdata
html body div div div div  ,				,0,6,newdata
html body footer ul li a  ,最新消息,0,6,newdata
html body footer ul li a  ,創藝策展,0,6,newdata
html body footer ul li a  ,關於我們,0,6,newdata
html body footer ul li a  ,媒體專區,0,6,newdata
html body footer ul li a  ,相關連結,0,6,newdata
html body footer ul li a  ,營業資訊,0,6,newdata
html body footer span  ,COPYRIGHT © 2022,0,4,newdata
html body footer span em  ,MOT ALL RIGHTS RESERVED.,0,5,newdata
html body header div hgroup h1 a  ,MOT 明日聚落,0,7,newdata
html body header div hgroup h2 a  ,台北,0,7,newdata
html body header div div h1 a  ,MOT 明日聚落,0,7,newdata
html body header div div nav ul li a  ,台北,0,9,newdata
html body header div div nav ul li ul li ul li a  ,明日選品 MOT SELECT,0,13,newdata
html body header div div nav ul li ul li ul li a  ,明日家居 MOT CASA,0,13,newdata
html body header div div nav ul li ul li ul li a  ,明日花坊 MOT FLOWER,0,13,newdata
html body header div div nav ul li ul li ul li a  ,北歐櫥窗 NORDIC,0,13,newdata
html body header div div nav ul li ul li ul li a  ,明日咖啡 MOT CAFÉ,0,13,newdata
html body header div div nav ul li ul li ul li a  ,DOMANI 義式餐廳,0,13,newdata
html body header div div nav ul li ul li ul li a  ,二階 NIKAI,0,13,newdata
html body header div div nav ul li ul li ul li a  ,Slice 切片,0,13,newdata
html body header div div nav ul li ul li ul li a  ,明日創藝 MOT ARTS,0,13,newdata
html body header div div nav ul li a  ,台中,0,9,newdata
html body header div ul li form div  ,搜尋結果無相關品牌，請重新輸入,0,8,newdata
html body header div ul li a  ,MOT CLUB,0,7,newdata
html body header div ul li ul li a  ,Facebook,0,9,newdata
html body header div ul li ul li a  ,YouTube,0,9,newdata
html body header div ul li ul li a  ,Instagram,0,9,newdata
html body header div div div div a div h6  ,訂閱明日聚落電子報,0,10,newdata
html body header div div div div a div p  ,掌握明日聚落最新熱門動態！,0,10,newdata
html body header div div div div a div span  ,立即訂閱,0,10,newdata
