tag,content,label,depth,domain
html body div  ,­,0,3,newdata
html body div div span  ,【110-2數位設計工坊-推廣教育班】 現正報名中，名額有限，額滿為止,0,5,newdata
html body div div a span  ,了解更多,0,6,newdata
html body div header div div div div ul li a  ,推廣課程,0,11,newdata
html body div header div div div div ul li ul li a span  ,110-2數位設計工坊-推廣教育班,0,14,newdata
html body div header div div div div ul li ul li ul li a span  ,Ai設計，一次搞定-大學生必備的萬用Ai軟體（初階班）,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,《有溫度的暖心畫》旅行與生活插畫設計-繪圖板初學班,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,特效+剪輯，四堂課搞定！-提升影片質感必備,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,0基礎也可以，快來一起瘋動畫-3D建模,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,【職人大揭密-總統府&電視台巡訪】,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,Podcast秘辛大公開-讓你少走冤枉路,0,16,newdata
html body div header div div div div ul li a  ,推廣課程退費辦法,0,11,newdata
html body div header div div div div ul li a  ,中心概況,0,11,newdata
html body div header div div div div ul li ul li a span  ,中心簡介,0,14,newdata
html body div header div div div div ul li ul li a span  ,主任簡介,0,14,newdata
html body div header div div div div ul li ul li a span  ,活動剪影,0,14,newdata
html body div header div div div div ul li ul li a span  ,聯絡我們,0,14,newdata
html body div header div div div div ul li a  ,服務項目,0,11,newdata
html body div header div div div div ul li ul li a span  ,教學工坊,0,14,newdata
html body div header div div div div ul li ul li ul li a span  ,設計工坊報名辦法(104-2),0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,設計工坊報名辦法(104-1),0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,設計工坊報名辦法(103年),0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,影視工坊報名辦法(103年),0,16,newdata
html body div header div div div div ul li ul li a span  ,課程支援,0,14,newdata
html body div header div div div div ul li ul li ul li a span  ,器材支援：SONY CX-160,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,課程用器材借用規則,0,16,newdata
html body div header div div div div ul li ul li a span  ,影視製作委託,0,14,newdata
html body div header div div div div ul li a  ,推廣課程,0,11,newdata
html body div header div div div div ul li ul li a span  ,110-2數位設計工坊-推廣教育班,0,14,newdata
html body div header div div div div ul li ul li ul li a span  ,Ai設計，一次搞定-大學生必備的萬用Ai軟體（初階班）,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,《有溫度的暖心畫》旅行與生活插畫設計-繪圖板初學班,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,特效+剪輯，四堂課搞定！-提升影片質感必備,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,0基礎也可以，快來一起瘋動畫-3D建模,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,【職人大揭密-總統府&電視台巡訪】,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,Podcast秘辛大公開-讓你少走冤枉路,0,16,newdata
html body div header div div div div ul li ul li a span  ,110-1數位設計工坊-推廣教育班,0,14,newdata
html body div header div div div div ul li ul li ul li a span  ,Adobe Photoshop,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,Adobe Premiere,0,16,newdata
html body div header div div div div ul li ul li ul li a span  ,Adobe Illustrator,0,16,newdata
html body div header div div div div ul li ul li a span  ,推廣課程退費辦法,0,14,newdata
html body div header div div div div ul li a  ,章程表格,0,11,newdata
html body div header div div div div ul li ul li a span  ,中心設置辦法,0,14,newdata
html body div header div div div div ul li ul li a span  ,拍片許可辦法,0,14,newdata
html body div header div div div div ul li ul li a span  ,器材借用辦法,0,14,newdata
html body div header div div div div ul li ul li a span  ,器材輔導使用收費標準,0,14,newdata
html body div header div div div div ul li ul li a span  ,場地借用管理辦法,0,14,newdata
html body div header div div div div ul li ul li a span  ,場地出借收費標準,0,14,newdata
html body div header div div div div ul li ul li a span  ,承接委託案收費標準,0,14,newdata
html body div header div div div div ul li ul li a span  ,影片委託製作合約書（樣本）,0,14,newdata
html body div header div div div div ul li ul li a span  ,線上學習課程協製要點,0,14,newdata
html body div header div div div div ul li a  ,近來成果,0,11,newdata
html body div header div div div div ul li a  ,電子報,0,11,newdata
html body div header div div div div ul li a  ,ZH-TW,0,11,newdata
html body div header div div div div ul li a  ,EN,0,11,newdata
html body div header div div div div ul div div  ,由「,0,11,newdata
html body div header div div div div ul div div span a  ,翻譯,0,13,newdata
html body div header div div div div ul div div  ,」技術提供,0,11,newdata
html body div header div div div div ul li a  ,中心概況,0,11,newdata
