tag,content,label,depth,domain
html body div div nav div div ul li a  ,關於本院,0,10,newdata
html body div div nav div div ul li a  ,ABOUT,0,10,newdata
html body div div nav div div ul li div a  ,願景／使命,0,11,newdata
html body div div nav div div ul li div a  ,董監事,0,11,newdata
html body div div nav div div ul li div a  ,院長,0,11,newdata
html body div div nav div div ul li div a  ,副院長,0,11,newdata
html body div div nav div div ul li div a  ,組織架構,0,11,newdata
html body div div nav div div ul li a  ,服務專區,0,10,newdata
html body div div nav div div ul li a  ,SERVICE,0,10,newdata
html body div div nav div div ul li div a  ,文化金融,0,11,newdata
html body div div nav div div ul li div a  ,內容策進,0,11,newdata
html body div div nav div div ul li div a  ,策略研究,0,11,newdata
html body div div nav div div ul li div a  ,青年創業及啟動金貸款專區,0,11,newdata
html body div div nav div div ul li div a  ,加強文化創意產業升級轉型貸款專區,0,11,newdata
html body div div nav div div ul li div a  ,演藝團體紓困貸款專區,0,11,newdata
html body div div nav div div ul li div a  ,國際合作投資專案計畫,0,11,newdata
html body div div nav div div ul li div a  ,內容開發專案計畫：劇本開發支持,0,11,newdata
html body div div nav div div ul li div a  ,內容開發專案計畫：出版與影視媒合新制,0,11,newdata
html body div div nav div div ul li div a  ,TAICCA 文策報,0,11,newdata
html body div div nav div div ul li div a  ,TAICCA 誌 試刊號,0,11,newdata
html body div div nav div div ul li div a  ,CSR 文化發展與企業社會責任網,0,11,newdata
html body div div nav div div ul li a  ,國際事務,0,10,newdata
html body div div nav div div ul li a  ,GLOBAL,0,10,newdata
html body div div nav div div ul li div a  ,創意內容大會 TCCF,0,11,newdata
html body div div nav div div ul li div a  ,國際展會資訊,0,11,newdata
html body div div nav div div ul li div a  ,徵展資訊,0,11,newdata
html body div div nav div div ul li div a  ,海外市場推廣,0,11,newdata
html body div div nav div div ul li a  ,最新消息,0,10,newdata
html body div div nav div div ul li a  ,LATEST,0,10,newdata
html body div div nav div div ul li div a  ,新聞,0,11,newdata
html body div div nav div div ul li div a  ,趨勢商情,0,11,newdata
html body div div nav div div ul li div a  ,產業報導專題研究,0,11,newdata
html body div div nav div div ul li div a  ,故事現場：聽他們說創作,0,11,newdata
html body div div nav div div ul li div a  ,活動資訊,0,11,newdata
html body div div nav div div ul li div a  ,人員招募,0,11,newdata
html body div div nav div div ul li div a  ,常見問題,0,11,newdata
html body div div nav div div ul li a  ,公開資訊,0,10,newdata
html body div div nav div div ul li a  ,INFO,0,10,newdata
html body div div nav div div ul li div a  ,行政公告,0,11,newdata
html body div div nav div div ul li div a  ,採購公告,0,11,newdata
html body div div nav div div ul li div a  ,方案公告,0,11,newdata
html body div div nav div div ul li div a  ,下載專區,0,11,newdata
html body div div nav div div ul li div a  ,法規專區,0,11,newdata
html body div div nav div div ul li div a  ,內部控制專區,0,11,newdata
html body div div nav div div ul li div a  ,年度計畫與報告,0,11,newdata
html body div div nav div div ul li div a  ,國內外資源,0,11,newdata
html body div div nav div div ul li div a  ,產業諮詢會,0,11,newdata
html body div div nav div div ul li a  ,文策學院,0,10,newdata
html body div div nav div div ul li a  ,TAICCA School,0,10,newdata
html body div div nav div div ul li a  ,EN,0,10,newdata
html body div div main div section div div div h3  ,文策院｜加強文化創意產業升級轉型貸款說明會,1,11,newdata
html body div div main div section div div div p  ,2022/2/7,1,11,newdata
html body div div main div section div div div strong  ,活動資訊,1,11,newdata
html body div div main div section div div div div p  ,Size:,1,12,newdata
html body div div main div section div div div p span  ,由文化內容策進院主辦的「加強文化創意產業升級轉型貸款說明會」，已於 3月17日起全台巡迴舉辦，活動全程免費，即日起開放報名，額滿為止。,1,12,newdata
html body div div main div section div div div ul li span a  ,三月份場次表,1,14,newdata
html body div div main div section div div div ul li span strong  ,（3/31 金門場延至 4/8 辦理）,1,14,newdata
html body div div main div section div div div ul li span a  ,四月份場次表,1,14,newdata
html body div div main div section div div div ul li span a  ,五月份場次表,1,14,newdata
html body div div main div section div div div ul li span a  ,六月份場次表,1,14,newdata
html body div div main div section div div div ul li span strong  ,(因應疫情狀況，皆改為線上辦理),1,14,newdata
html body div div main div section div div div ul li span a  ,七月份場次表,1,14,newdata
html body div div main div section div div div ul li span strong  ,(因應疫情狀況，皆改為線上辦理),1,14,newdata
html body div div main div section div div div ul li span a  ,八月份場次表,1,14,newdata
html body div div main div section div div div ul li span a  ,九月份場次表,1,14,newdata
html body div div main div section div div div ul li span a  ,十月份場次表,1,14,newdata
html body div div main div section div div div ul li span strong  ,(因應疫情狀況，部分場次改由線上辦理),1,14,newdata
html body div div main div section div div div ul li span a  ,十一月份場次表,1,14,newdata
html body div div main div section div div div ul li span strong  ,(因應疫情狀況，皆改由線上辦理),1,14,newdata
html body div div main div section div div div ul li span a  ,十二月份場次表,1,14,newdata
html body div div main div section div div div ul li span strong  ,(因應疫情狀況，皆改由線上辦理),1,14,newdata
html body div div main div section div div div ul li span a  ,一月份場次表,1,14,newdata
html body div div main div section div div div ul li span a  ,二月份場次表,1,14,newdata
