tag,content,label,depth,domain
html body header div div nav ul li div span  ,神壽任務尋寶趣,0,10,newdata
html body header div div nav ul li ul li a  ,神壽任務尋寶趣,0,11,newdata
html body header div div nav ul li ul li a  ,活動辦法,0,11,newdata
html body header div div nav ul li ul li a  ,抽獎看這裡,0,11,newdata
html body header div div nav ul li a  ,任務怎麼玩,0,9,newdata
html body header div div nav ul li a  ,寶石徽章介紹,0,9,newdata
html body header div div nav ul li a  ,BAM活力洋溢,0,9,newdata
html body header div div nav ul li a  ,步道推薦,0,9,newdata
html body header div div nav ul li div span  ,行前準備,0,10,newdata
html body header div div nav ul li ul li a  ,裝備指南,0,11,newdata
html body header div div nav ul li ul li a  ,山林課程,0,11,newdata
html body header div div div div div  ,facebook,0,8,newdata
html body header div div div div div  ,LINE,0,8,newdata
html body div div h1  ,神壽任務尋寶趣,1,5,newdata
html body div div div div section div div p span  ,受疫情影響而無法出國讓你悶壞了嗎？不妨與三五好友一同走入台灣各處美麗的山林，親近大自然兼鍛鍊體能，大家一起流流汗就是開心！,1,11,newdata
html body div div div div section div div p span  ,南山人壽與健行筆記精選50條全台必訪步道，包含輕鬆好走的單日步道，也有頗具挑戰的中級山，還有高海拔的百岳路線，適合各種不同的族群。,1,11,newdata
html body div div div div section div div p span  ,現在就走訪經典步道，同時享受尋寶的樂趣！完整收集寶石、完成任一條步道任務即可參加抽獎喔！搭配使用「BAM活力洋溢APP」，減齡同時做公益，支持偏鄉國小體育運動，培育未來人才！,1,11,newdata
html body div div div div section div div p span span strong  ,任務時間,1,13,newdata
html body div div div div section div div p span  ,2021/12/18-2022/2/17,1,11,newdata
html body div div div div section div div p span span strong  ,我要報名,1,13,newdata
html body div div div div section div div p span a strong  ,點我免費參加,1,13,newdata
html body div div div div section div div p span  ,（需報名才能參加任務）,1,11,newdata
html body div div div div section div div p span span strong  ,任務說明,1,13,newdata
html body div div div div section div div p span  ,南山,1,11,newdata
html body div div div div section div div p span a strong  ,精選全台50條步道,1,13,newdata
html body div div div div section div div p span  ,，於每條步道分別埋設至少3顆線上寶石。凡獲取步道上所有的線上寶石即代表完成任務。,1,11,newdata
html body div div div div section div div p a span strong  ,>>>觀看任務怎麼玩,1,13,newdata
html body div div div div section div div p span  ,完成,1,11,newdata
html body div div div div section div div p span span  ,南山神壽任務,1,12,newdata
html body div div div div section div div p span  ,至少5條步道，即可獲得線上徽章。,1,11,newdata
html body div div div div section div div p span a strong  ,>>>觀看寶石＆徽章介紹,1,13,newdata
html body div div div div section div div p span  ,完成南山神壽任務任1條步道，就能獲得抽獎機會，超過400項好禮等你拿！包含Garmin 腕錶、Garmin手環、iphone 13、Airpods Pro、FIZAN 登山杖、小鹿按摩槍、,1,11,newdata
html body div div div div section div div p span  ,桂冠營養研究室美味健力湯、SundayAfternoons抗UV防水透氣護頸帽、,1,11,newdata
