tag,content,label,depth,domain
html body div div div div div span  ,跳到,0,8,newdata
html body div div div div div div div a span  ,此頁面的區塊,0,11,newdata
html body div div div div div div div a span  ,無障礙環境說明,0,11,newdata
html body div div div div div div  ,按,0,8,newdata
html body div div div div div div span  ,alt,0,9,newdata
html body div div div div div div  ,+,0,8,newdata
html body div div div div div div span  ,/,0,9,newdata
html body div div div div div div  ,可開啟這個功能表,0,8,newdata
html body div div div div div div div h1 a i u  ,Facebook,0,13,newdata
html body div div div div div div div a span  ,加入或登入 Facebook  ,0,11,newdata
html body div div div div div div div div div div form div div label  ,電子郵件地址或手機號碼,0,16,newdata
html body div div div div div div div div div div form div div label  ,密碼,0,16,newdata
html body div div div div div div div div div div form div div a  ,忘記帳號？,0,16,newdata
html body div div div div div div div div div div  ,是否要加入 Facebook？,0,12,newdata
html body div div div div div div div div div a  ,註冊,0,12,newdata
html body div div div div div div div span a  ,註冊,0,11,newdata
html body div div div div div div div div div div div span  ,活動,0,14,newdata
html body div div div div div div div div div a span  ,活動,0,13,newdata
html body div div div div div div div div div div div div div div div div div span  ,中文(台灣),0,20,newdata
html body div div div div div div div div div div div div div div div div div span  ,·,0,20,newdata
html body div div div div div div div div div div div div div div div div div a  ,English (US),0,20,newdata
html body div div div div div div div div div div div div div div div div div span  ,·,0,20,newdata
html body div div div div div div div div div div div div div div div div div a  ,Español,0,20,newdata
html body div div div div div div div div div div div div div div div div div span  ,·,0,20,newdata
html body div div div div div div div div div div div div div div div div div a  ,Português (Brasil),0,20,newdata
html body div div div div div div div div div div div div div div div div div span  ,·,0,20,newdata
html body div div div div div div div div div div div div div div div div div a  ,Français (France),0,20,newdata
html body div div div div div div div div div div div div div div a  ,隱私政策,0,17,newdata
html body div div div div div div div div div div div div div div span  ,·,0,17,newdata
html body div div div div div div div div div div div div div div a  ,使用條款,0,17,newdata
html body div div div div div div div div div div div div div div span  ,·,0,17,newdata
html body div div div div div div div div div div div div div div a  ,廣告,0,17,newdata
html body div div div div div div div div div div div div div div span  ,·,0,17,newdata
html body div div div div div div div div div div div div div div a  ,Ad Choices,0,17,newdata
html body div div div div div div div div div div div div div div span  ,·,0,17,newdata
html body div div div div div div div div div div div div div div a  ,Cookie,0,17,newdata
html body div div div div div div div div div div div div div div span  ,·,0,17,newdata
html body div div div div div div div div div div div div div div div a  ,更多,0,18,newdata
html body div div div div div div div div div div div div div div span  ,Meta © 2022,0,17,newdata
html body div div div div div div div div div div div div div div div div div span span  ,11 月,0,21,newdata
html body div div div div div div div div div div div div div div div div div span span  ,25日,0,21,newdata
html body div div div div div div div div div div div div div div div div div div div h1  ,導聆三、深焙•克羅采,1,22,newdata
html body div div div div div div div div div div div div div div div div div div div div  ,公開 · 由,1,22,newdata
html body div div div div div div div div div div div div div div div div div div div div span a  ,IO工業綠洲-InOasis奔放E倉庫,1,24,newdata
html body div div div div div div div div div div div div div div div div div div div div  ,主辦,1,22,newdata
html body div div div div div div div div div div div div div div div div ul li div table tbody tr td div div i u  ,clock,1,29,newdata
html body div div div div div div div div div div div div div div div div ul li div table tbody tr td div div div div div  ,2019年11月25日 星期一，下午2:00 – 下午3:30(UTC+08),1,30,newdata
html body div div div div div div div div div div div div div div div div ul li div table tbody tr td div div div div div  ,一年多前,1,30,newdata
html body div div div div div div div div div div div div div div div div ul li table tbody tr td div div i u  ,pin,1,28,newdata
html body div div div div div div div div div div div div div div div div ul li table tbody tr td div div div div span span  ,雷巴咖啡烘焙道場(台南市,1,30,newdata
html body div div div div div div div div div div div div div div div div ul li table tbody tr td div div div div span wbr span  ,東區長榮路一段186號1,1,31,newdata
html body div div div div div div div div div div div div div div div div ul li table tbody tr td div div div div span wbr wbr  ,樓),1,31,newdata
html body div div div div div div div div div div div div div div div div div span  ,詳情,1,20,newdata
html body div div div div div div div div div div div div div div div div div div div div span  ,如果克羅采是一杯咖啡，喝入口會是什麼滋味?,1,23,newdata
html body div div div div div div div div div div div div div div div div div div div div span  ,沉浸在咖啡中，細細聆聽奔放樂集音樂總監吳敏慈獨家分享克羅采的製作祕辛!,1,23,newdata
html body div div div div div div div div div div div div div div div div div div div div span  ,驚喜彩蛋，不容錯過!!,0,23,newdata
html body div div div div div div div div div div div div div div div div div div div div span  ,免費報名:,0,23,newdata
html body div div div div div div div div div div div div div div div div div div div div span a  ,https://forms.gle/UiXo93raneeTMNseA,0,24,newdata
html body div div div div div div div div div div div div div div div div div div div div span  ,時間│11/25(一) 14:00~15:30,0,23,newdata
html body div div div div div div div div div div div div div div div div div div div div span  ,地點│雷巴咖啡烘焙道場(台南市東區長榮路一段186號1樓),0,23,newdata
html body div div div div div div div div div div div div div div div div div div div div span  ,主講│音樂總監 吳敏慈,0,23,newdata
html body div div div div div div div div div div div div div div div div div div ul li a  ,藝術,0,23,newdata
html body div div div div div div div div div div div div div div div div span  ,主辦人,0,19,newdata
html body div div div div div div div div div div div div div div div div ul li div div div div div a  ,IO工業綠洲-InOasis奔放E倉庫,0,26,newdata
html body div div div div div div div div div div div div div div div div div span  ,6 人已參加 · 5 人有興趣,0,20,newdata
html body div div div div div div div div div div div div div div div div div div  ,與朋友分享此活動,0,20,newdata
