tag,content,label,depth,domain
html body title  ,【反聖嬰現象】自然產物 X 嚴英浩 | 河岸留言,0,3,newdata
html body div div div div header div div div div div div div div div div div h2 span span a span  ,最新消息,0,23,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li a div div p  ,河岸留言 HOME,0,20,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li a div div p  ,演出節目 EVENTS,0,20,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,節目月曆一覽 Program,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,音樂藝文咖啡 Riverside Music Cafe,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,西門紅樓展演館 Riverside Live House,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li a div div p  ,河岸聲現 LIVE SESSION,0,20,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li a div div p  ,場館介紹 VENUES,0,20,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,音樂藝文咖啡 RMC 介紹,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,西門紅樓展演館 RLH 介紹,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,精采時刻 PICS,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,河岸記事本 RIVERSIDE NOTES,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li a div div p  ,聯絡河岸 CONTACT,0,20,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li ul li a  ,論壇,0,19,newdata
html body div div div div header div div div div div wix-dropdown-menu nav ul li div div div p  ,More,0,20,newdata
html body div div div div header div div div div div wix-dropdown-menu nav div  ,Use tab to navigate through the menu items.,0,15,newdata
html body div div div div main div div div div div div div div div div div section div div div div span  ,3月06日 週日,0,24,newdata
html body div div div div main div div div div div div div div div div div section div div div div span  ,|,0,24,newdata
html body div div div div main div div div div div div div div div div div section div div div div span  ,河岸留言音樂藝文咖啡,0,24,newdata
html body div div div div main div div div div div div div div div div div section div div div h1  ,【反聖嬰現象】自然產物 X 嚴英浩,1,23,newdata
html body div div div div main div div div div div div div div div div div section div div div div div  ,票價｜新台幣350元,1,24,newdata
html body div div div div main div div div div div div div div div div div section div div h2  ,演出時間地點 Time & Location,1,22,newdata
html body div div div div main div div div div div div div div div div div section div div div div div  ,3月06日 下午8:30 – 下午10:30,1,24,newdata
html body div div div div main div div div div div div div div div div div section div div div div div  ,"河岸留言音樂藝文咖啡, 100台北市中正區羅斯福路三段244巷2號B1",1,24,newdata
html body div div div div main div div div div div div div div div div div section div div div h2  ,About The Event,1,23,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p a  ,售票連結,1,27,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,【反聖嬰現象】自然產物 X 嚴英浩,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,在露出曙光前，必定經歷最深的黑暗,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,曾經，我們經歷了猶如反聖嬰現象最寒冷的時代,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,失去了許多，也被迫成長了什麼,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,現在，我們懷抱著感恩的力量，重新振翅起飛,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,能飛多高，不知道,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,但依舊期許我們能成為天空的一員，繼續俯瞰那些美麗的風景,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,【自然產物】,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,在人生道路上碰到許多灰色地帶，希望用純正的心靈，把人們從黑暗中拉出來，即使會把我們的純白染灰，但又如何。,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,Vocal：佩縈,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,EG：柏豪,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,AG：阿元,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,Bass：昱顯,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,Drum：竹竿,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p a  ,自然產物粉專,1,27,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p a  ,自然產物IG,1,27,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,【嚴英浩】,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,長在多雨的台北,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,從樂團走到駐唱,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,走到創作，再回到樂團,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,總習慣灰暗看待,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,不過,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,還是會想找到一點希望,1,26,newdata
html body div div div div main div div div div div div div div div div div section div div div div div div p  ,音樂可至街聲收聽,1,26,newdata
