tag,content,label,depth,domain
html body div div div  ,LOADING.....,0,5,newdata
html body div div div div table tbody tr td div  ,免費、快速、簡單，輕鬆製作線上報名系統!,0,11,newdata
html body div div div div table tbody tr td table tbody tr td a  ,站內搜尋,0,15,newdata
html body div div div div table tbody tr td table tbody tr td a span  ,承辦人員登入,0,16,newdata
html body div div div div table tbody tr td table tbody tr td  ,·,0,14,newdata
html body div div div div table tbody tr td table tbody tr td a span  ,註冊,0,16,newdata
html body div div div div table tbody tr td a span  ,最新活動,0,12,newdata
html body div div div div table tbody tr td  ,·,0,10,newdata
html body div div div div table tbody tr td a span  ,熱門活動,0,12,newdata
html body div div div div table tbody tr td  ,·,0,10,newdata
html body div div div div table tbody tr td a span  ,地圖搜尋,0,12,newdata
html body div div div div table tbody tr td  ,·,0,10,newdata
html body div div div div table tbody tr td a span  ,報名表範例,0,12,newdata
html body div div div div table tbody tr td  ,·,0,10,newdata
html body div div div div table tbody tr td a span  ,系統問題,0,12,newdata
html body div div div div table tbody tr td  ,·,0,10,newdata
html body div div div div table tbody tr td a span  ,功能說明,0,12,newdata
html body div div div div div h1  ,2022/02/10(四)上帝的部落-司馬庫斯-秘境賞櫻二日遊-,1,8,newdata
html body div div div div div h2  ,活動日期：2022-02-10,1,8,newdata
html body div div div div div h2 span span  ,活動說明,1,10,newdata
html body div div div div div div div div div span  ,提前好好計劃，司馬庫斯櫻花林秘境走一走。,1,12,newdata
html body div div div div div div div div div span  ,喜歡賞櫻花不用跑到國外去，疫情嚴重回國還要隔離！,1,12,newdata
html body div div div div div div div div p span strong  ,預定出發日:2022/02/10(四)-02/11(五),1,13,newdata
html body div div div div div div div div p span  ,第一天 台北-合興車站-內灣-風味午餐-錦屏大橋-司馬庫斯-晚餐台北出發-國道風光-愛情車站美稱-合興車站-內灣老街-風味午餐-錦屏大橋.泰雅故事橋-宇老觀景台-15:00進泰岡管制站-司馬庫斯.分房-風味晚餐-高山夜景...觀星,1,12,newdata
html body div div div div div div div div p span  ,早餐:X,1,12,newdata
html body div div div div div div div div p span  ,午餐:風味餐300,1,12,newdata
html body div div div div div div div div p span  ,晚餐:原住民風味餐350,1,12,newdata
html body div div div div div div div div p span  ,住宿:嘛得歲全新莊園木屋或同級,1,12,newdata
html body div div div div div div div div p span  ,"第二天 起床-早餐-司馬庫斯神木步道-風味午餐-竹東-台北早餐-06:30空氣特別好.神木群步道(約需5小時)(若無法走全程可走2.5公里到櫻花田, 再返回部落)-檜木之母-大老爺巨木-返回民宿-整裝-享用風味午餐-告別司馬庫斯-斯達蓋達娜-竹東-國道風光-台北..溫暖的家",1,12,newdata
html body div div div div div div div div p span  ,早餐:飯店用,1,12,newdata
html body div div div div div div div div p span  ,午餐:民宿風味午餐300,1,12,newdata
html body div div div div div div div div p span  ,晚餐:X,1,12,newdata
html body div div div div div div div div p span strong span  ,$5150/人(含小費),1,14,newdata
html body div div div div div div div div p span strong  ,行程包含:,1,13,newdata
html body div div div div div div div div p span  ,01.行程所列之活動.交通.2午餐+1晚餐.住宿二人一室.,1,12,newdata
html body div div div div div div div div p span  ,02.全程300萬保險+20萬醫療險,1,12,newdata
html body div div div div div div div div p span  ,03.每天每日礦泉水,1,12,newdata
html body div div div div div div div div p span  ,04.專業熱忱導覽服務,1,12,newdata
html body div div div div div div div div p span  ,東菱旅行社股份有限公司,1,12,newdata
html body div div div div div div div div p span span span  ,小珍服務ID:lin8866448,1,14,newdata
html body div div div div div div div div p span span span  ,小珍服務專線：0934-196115,1,14,newdata
html body div div div div div table tbody tr td div div span  ,近期熱門活動...,0,14,newdata
html body div div center  ,© 2019 -,0,5,newdata
html body div div center a  ,關於BeClass,0,6,newdata
html body div div center  ,|,0,5,newdata
html body div div center a  ,隱私權保護暨服務及聲明條款,0,6,newdata
html body div div center  ,|,0,5,newdata
html body div div center a  ,聯絡我們,0,6,newdata
html body div div center  ,|,0,5,newdata
html body div div center a span  ,手機模式,0,7,newdata
