tag,content,label,depth,domain
html body div div div div div div span  ,2022/2/10,0,9,newdata
html body div div div div div div font span  ,12:17:57,0,10,newdata
html body div div div div div div  ,		 GMT+8:00 		,0,8,newdata
html body div div div div div div span font  ,如切換分頁再回到本頁時，請按F5取得最新時間及活動資訊,0,10,newdata
html body div div div div ul li a  ,會員專區,0,9,newdata
html body div div div div ul li a  ,會員專區,0,9,newdata
html body div div div div ul li a  ,活動分類,0,9,newdata
html body div div div div ul li a  ,活動分類,0,9,newdata
html body div div div div ul li a  ,重要公告,0,9,newdata
html body div div div div ul li a  ,重要公告,0,9,newdata
html body div div div div ul li a  ,我要報名,0,9,newdata
html body div div div div ul li a  ,我要報名,0,9,newdata
html body div div div div ul li a  ,活動查詢,0,9,newdata
html body div div div div ul li a  ,活動查詢,0,9,newdata
html body div div div div ul li a  ,熱門活動,0,9,newdata
html body div div div div ul li a  ,熱門活動,0,9,newdata
html body div div div div ul li a  ,活動回顧,0,9,newdata
html body div div div div ul li a  ,活動回顧,0,9,newdata
html body div div div div ul li a  ,導覽預約,0,9,newdata
html body div div div div ul li a  ,導覽預約,0,9,newdata
html body div div div div ul li a  ,預約申請,0,9,newdata
html body div div div div ul li a  ,預約申請,0,9,newdata
html body div div div div ul li a  ,我的記錄,0,9,newdata
html body div div div div ul li a  ,我的記錄,0,9,newdata
html body div div div div p  ,您將於,0,7,newdata
html body div div div div p  ,秒後自動登出藝文平台，請問是否繼續使用？,0,7,newdata
html body div div div div p  ,閒置時間過長，請重新登入。,0,7,newdata
html body div div title  ,「Muse大玩家」集章活動,0,5,newdata
html body div div form div div div a  ,首頁,0,9,newdata
html body div div form div div div  ,>活動明細,0,8,newdata
html body div div form div div div div a span svg title  ,AddThis,0,13,newdata
html body div div form div div div div a  ,0,0,10,newdata
html body div div form div div div div a  ,Share,0,10,newdata
html body div div form div div div h1  ,「Muse大玩家」集章活動,1,9,newdata
html body div div form div div div div div div a  ,			 360環景照片預覽 			,1,12,newdata
html body div div form div div div div div div a  ,			 加入我有興趣的課程 			,1,12,newdata
html body div div form div div div div h1  ,場次資料,1,10,newdata
html body div div form div div div div div table thead tr th  ,				 	展覽期間 				 	,1,14,newdata
html body div div form div div div div div table thead tr th  ,				 	展覽地點 				 	,1,14,newdata
html body div div form div div div div div table tbody tr td  ,					 			「Muse大玩家」集章活動,1,14,newdata
html body div div form div div div div div table tbody tr td span  ,								 	2022年01月21日 ~ 2022年03月31日 								,1,15,newdata
html body div div form div div div div div table tbody tr td  ,	 			中正路573號 				 		 				 			(生活工藝館) 				 		 				 		 				 	,1,14,newdata
html body div div form div div div div div table thead tr th  ,				 	開放時間 				 	,1,14,newdata
html body div div form div div div div div table thead tr th  ,				 	展覽票價 				 	,1,14,newdata
html body div div form div div div div div table tbody tr td  ,				 	09點00分~17點00分 				 	,1,14,newdata
html body div div form div div div div div table tbody tr td  ,				 		 				 		 				 			免費參觀 				 		 				 	,1,14,newdata
html body div div form div div div div div table thead tr th  ,場次,1,14,newdata
html body div div form div div div div div table thead tr th  ,場地,1,14,newdata
html body div div form div div div div div table tbody tr td  ,					 「Muse大玩家」集章活動 					 					 	,1,14,newdata
html body div div form div div div div div table tbody tr td span  ,						 	2022/01/21 09:00 ~ 2022/03/31 17:00 						,1,15,newdata
html body div div form div div div div div table tbody tr td  ,	 	生活工藝館 					,1,14,newdata
html body div div form div div div div div ul li span  ,主辦單位:,1,13,newdata
html body div div form div div div div div ul li span  ,教育部、文化部、國立故宮博物院,1,13,newdata
html body div div form div div div div div ul li span  ,聯絡資訊:,1,13,newdata
html body div div form div div div div div ul li span  ,049-2334141分機312 張小姐,1,13,newdata
html body div div form div div div div h1  ,活動簡介,1,10,newdata
html body div div form div div div div div div  ,「集合吧!MUSE大玩家」，邀請大家今年寒假期間一起到國立社教機構與文化機構參與「集合吧!MUSE大玩家」系列活動!,1,11,newdata
html body div div form div div div div h1  ,活動內容介紹,1,10,newdata
html body div div form div div div div div div p  ,「集合吧!MUSE大玩家」，邀請大家今年寒假期間一起到國立社教機構與文化機構參與「集合吧!MUSE大玩家」系列活動!,1,12,newdata
html body div div form div div div div div div p  ,工藝中心（臺灣工藝文化園區）,1,12,newdata
html body div div form div div div div div div p strong  ,「,1,13,newdata
html body div div form div div div div div div p  ,Muse大玩家,1,12,newdata
html body div div form div div div div div div p strong  ,」,1,13,newdata
html body div div form div div div div div div p  ,集章任務說明如次：(111/1/21~111/3/31),1,12,newdata
html body div div form div div div div div div p  ,1.索取集點卡或電子集章：索取活動集點卡(工藝中心集點卡索取地點:生活工藝館1樓服務台)或下載iMuseum APP。,1,12,newdata
html body div div form div div div div div div p  ,2.蒐集戳章：依據各館集章條件蒐集戳章。(工藝中心-臺灣工藝文化園區集章條件:拍下園區（或展覽）任一個指定景點（或展品）上傳FB個人動態頁或IG，即可至生活工藝館一樓服務台集章！,1,12,newdata
html body div div form div div div div div div p  ,★指定景點（或展品）：,1,12,newdata
html body div div form div div div div div div ul li  ,竹藝裝置藝術【大師致敬 鳳凰來儀】,1,13,newdata
html body div div form div div div div div div ul li  ,臺灣工藝百年進行式【玉山長春-王清霜】,1,13,newdata
html body div div form div div div div div div ul li  ,國際紙纖維藝術雙年展 【生命之網】,1,13,newdata
html body div div form div div div div div div p  ,3.兌獎：集滿3個館所戳章(參與館所請至MUSE大玩家官網查詢)，即可至工藝中心-生活工藝館或其他參與活動館所兌換贈品1份，數量有限，送完為止。,1,12,newdata
html body div div form div div div div div div ul li  ,其他參與館所請至「Muse大玩家」官網查詢,0,13,newdata
html body div div form div div div div div div ul li a  ,http://muse.moe.gov.tw/,0,14,newdata
html body div div form div div div div div div ul li  ,集章贈品剩餘數量請至「Muse大玩家」官網【兌換公告】查詢,0,13,newdata
html body div div form div div div div div div ul li span  ,【集章活動每人一紙卡或電子集章APP參與集章一次】,0,14,newdata
html body div div div  ,	地址：54246南投縣草屯鎮中正路573號 | 電話：+886-49-2334141,0,5,newdata
html body div div div  ,最佳瀏覽狀態：Internet Explorer 9.0 以上版本╱螢幕解析度1024x768 隱私權及安全政策宣示 | 著作權聲明 	,0,5,newdata
html body div  ,»,0,3,newdata
