tag,content,label,depth,domain
html body div a  ,Skip to Content,0,4,newdata
html body div a  ,Skip to Navigation,0,4,newdata
html body div div div div div div div ul li a  ,facebook,0,12,newdata
html body div div div div div div div ul li a  ,IG,0,12,newdata
html body div div div div div div div ul li a  ,youtube,0,12,newdata
html body div div div div div div div ul li span  ,search,0,12,newdata
html body div div div div div div div ul li a  ,登入,0,12,newdata
html body div div div div div div div ul li a  ,關於荒野,0,12,newdata
html body div div div div div div div ul li ul li a  ,宗旨、任務與章程,0,14,newdata
html body div div div div div div div ul li ul li a  ,組織架構,0,14,newdata
html body div div div div div div div ul li ul li a  ,志工群組任務與介紹,0,14,newdata
html body div div div div div div div ul li ul li a  ,榮耀與肯定,0,14,newdata
html body div div div div div div div ul li ul li a  ,年度報告,0,14,newdata
html body div div div div div div div ul li ul li a  ,全台分會,0,14,newdata
html body div div div div div div div ul li a  ,我們正在做的事,0,12,newdata
html body div div div div div div div ul li ul li a  ,棲地工作,0,14,newdata
html body div div div div div div div ul li ul li ul li a  ,生態城市,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,永續山林,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,無塑海洋,0,16,newdata
html body div div div div div div div ul li ul li a  ,環境教育,0,14,newdata
html body div div div div div div div ul li ul li ul li a  ,教育推廣,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,環境教育基地,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,志工培訓,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,倡議活動,0,16,newdata
html body div div div div div div div ul li ul li a  ,議題關注,0,14,newdata
html body div div div div div div div ul li ul li ul li a  ,濕地與海洋保育,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,河川山林,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,都市綠地,0,16,newdata
html body div div div div div div div ul li ul li ul li a  ,其他,0,16,newdata
html body div div div div div div div ul li a  ,活動消息,0,12,newdata
html body div div div div div div div ul li a  ,加入荒野,0,12,newdata
html body div div div div div div div ul li ul li a  ,成為會員,0,14,newdata
html body div div div div div div div ul li ul li a  ,成為志工,0,14,newdata
html body div div div div div div div ul li ul li a  ,秘書處徵才,0,14,newdata
html body div div div div div div div ul li ul li a  ,荒野電子報,0,14,newdata
html body div div div div div div div ul li a  ,捐款支持,0,12,newdata
html body div div div div div div div ul li ul li a  ,線上捐款,0,14,newdata
html body div div div div div div div ul li ul li a  ,專案募款,0,14,newdata
html body div div div div div div div ul li ul li a  ,推廣邀約,0,14,newdata
html body div div div div div div div ul li ul li a  ,企業合作方案,0,14,newdata
html body div div div div div div div ul li a  ,資源下載,0,12,newdata
html body div div div div div div div h1  ,實體講座【荒野週四見 X 打開自然之眼 X 地球影展導讀講座 】藍色星球-珊瑚礁,1,10,newdata
html body div div div div div div div div div a  ,列印,1,12,newdata
html body div div div div div div div div div div div div div div div  ,實體講座【荒野週四見 X 打開自然之眼 X 地球影展導讀講座 】藍色星球-珊瑚礁,1,17,newdata
html body div div div div div div div div div div div div div div div div  ,否,1,18,newdata
html body div div div div div div div div div div div div div div div div  ,否,1,18,newdata
html body div div div div div div div div div div div div div div label  ,活動時間,1,17,newdata
html body div div div div div div div div div div div div div div div  ,2022/3/31 19:30,1,17,newdata
html body div div div div div div div div div div div div div div  ,													 至 																						,1,16,newdata
html body div div div div div div div div div div div div div div div  ,21:30,1,17,newdata
html body div div div div div div div div div div div div div div label  ,活動地點,1,17,newdata
html body div div div div div div div div div div div div div div span span span  ,100,1,19,newdata
html body div div div div div div div div div div div div div div span span span  ,臺北市,1,19,newdata
html body div div div div div div div div div div div div div div span span span  ,中正區,1,19,newdata
html body div div div div div div div div div div div div div div span span span  ,詔安街204號B1(荒野廳),1,19,newdata
html body div div div div div div div div div div div div div div  ,（,1,16,newdata
html body div div div div div div div div div div div div div div a  ,顯示地圖,1,17,newdata
html body div div div div div div div div div div div div div div  ,）,1,16,newdata
html body div div div div div div div div div div div div div div label  ,活動類型,1,17,newdata
html body div div div div div div div div div div div div div div div div div div span  ,講座,1,21,newdata
html body div div div div div div div div div div div div div div div div a  ,立刻報名,1,19,newdata
html body div div div div div div div div div div div div div  ,餘額,1,15,newdata
html body div div div div div div div div div div div div div span  ,49,1,16,newdata
html body div div div div div div div div div div div div div  ,人,1,15,newdata
html body div div div div div div div div div div div div div  ,						台北分會每週四晚間19:30-21:30 固定舉辦【週四見講座】 每個月主題式的講座，透過不同議題的探討，讓關懷環境、喜愛自然的朋友有個學習與分享的空間！ 					,1,15,newdata
html body div div div div div div div div div div div div div p span b  ,《,1,18,newdata
html body div div div div div div div div div div div div div p span b  ,藍色星球-珊瑚礁 》,1,18,newdata
html body div div div div div div div div div div div div div p span b  ,本場講座為地球影展導讀,1,18,newdata
html body div div div div div div div div div div div div div p b  ,2022.03.31｜星期四｜晚上19:30-21:30,1,17,newdata
html body div div div div div div div div div div div div div p span b span  ,本堂課為實體講座~沒有直播也沒有線上課程服務,1,19,newdata
html body div div div div div div div div div div div div div p b span  ,若因疫情影響導致場地無法開放，會另行通知改為線上講座辦理,1,18,newdata
html body div div div div div div div div div div div div div p  ,藍色星球(海洋全記錄)-珊瑚礁 Coral ReefS,1,16,newdata
html body div div div div div div div div div div div div div p  ,片長：50分鐘,1,16,newdata
html body div div div div div div div div div div div div div p  ,發音：英文發音中文字幕,1,16,newdata
html body div div div div div div div div div div div div div p  ,對象：親子,1,16,newdata
html body div div div div div div div div div div div div div p  ,出版：2019年,1,16,newdata
html body div div div div div div div div div div div div div p  ,授權：百禾文化資訊有限公司(英國BBC台灣獨家總代理),1,16,newdata
html body div div div div div div div div div div div div div p  ,※得獎紀錄：2018 英國電影藝術學院 電視技術獎,1,16,newdata
html body div div div div div div div div div div div div div p  ,內容介紹：珊瑚礁佔海底面積不到十分之一，卻是所有已知海洋物種四分之一的棲息地。到底是誰居住在這片美麗的珊瑚礁中，牠們之間又有甚麼樣有趣的互動呢？讓我們一起進入珊瑚礁， 這個不夜城，來趟神奇的冒險之旅！,1,16,newdata
html body div div div div div div div div div div div div div p  ,【講師簡介】荒野保護協會推廣講師,1,16,newdata
